6.353591160220994905e-02,5.248618784530386522e-02,1.049723756906077304e-01,4.447513812154695878e-01,1.408839779005524873e-01,3.867403314917126911e-02,4.972375690607734600e-02,1.215469613259668458e-01,6.906077348066298749e-02,5.248618784530386522e-02
8.011049723756906438e-02,4.696132596685082677e-02,1.657458563535911533e-01,3.093922651933701529e-01,1.160220994475138073e-01,4.143646408839778833e-02,8.563535911602210282e-02,7.458563535911602593e-02,1.602209944751381288e-01,5.801104972375690366e-02
7.122507122507122646e-02,3.019943019943019946e-01,8.262108262108261436e-02,8.831908831908831525e-02,6.837606837606838295e-02,7.977207977207977085e-02,6.267806267806268206e-02,1.595441595441595417e-01,1.424501424501424529e-01,8.547008547008547175e-02
4.722222222222222099e-02,3.750000000000000000e-01,1.027777777777777735e-01,5.555555555555555247e-02,1.027777777777777735e-01,5.833333333333333426e-02,1.055555555555555552e-01,6.111111111111110911e-02,1.666666666666666574e-01,6.388888888888888395e-02
1.121794871794871834e-01,3.557692307692307820e-01,1.121794871794871834e-01,7.371794871794871973e-02,4.487179487179487197e-02,6.410256410256409687e-02,1.089743589743589758e-01,1.538461538461538547e-01,8.333333333333332871e-02,5.128205128205128027e-02
8.333333333333332871e-02,1.083333333333333370e-01,3.888888888888888951e-02,6.666666666666666574e-02,3.888888888888888951e-02,3.055555555555555455e-02,1.083333333333333370e-01,5.749999999999999556e-01,3.888888888888888951e-02,5.000000000000000278e-02
8.913649025069637910e-02,9.470752089136490193e-02,1.894150417827298039e-01,8.635097493036211769e-02,4.456824512534818955e-02,9.749303621169916334e-02,1.392757660167130984e-01,6.963788300835654921e-02,1.448467966573816212e-01,1.838440111420612810e-01
1.142061281337047318e-01,1.364902506963788231e-01,1.169916434540389932e-01,7.799442896935933345e-02,2.144846796657381705e-01,1.197771587743732546e-01,8.913649025069637910e-02,8.077994428969359486e-02,1.114206128133704704e-01,7.799442896935933345e-02
5.454545454545454281e-02,2.763636363636363669e-01,3.090909090909090828e-01,7.636363636363636964e-02,1.272727272727272596e-01,5.454545454545454281e-02,1.090909090909090856e-01,4.363636363636363980e-02,8.363636363636363369e-02,4.727272727272727182e-02
1.464088397790055118e-01,4.337016574585635387e-01,6.353591160220994905e-02,6.906077348066298749e-02,4.143646408839778833e-02,6.629834254143646133e-02,5.248618784530386522e-02,1.077348066298342566e-01,1.049723756906077304e-01,5.248618784530386522e-02
6.166219839142091097e-02,2.546916890080428986e-01,9.115281501340483095e-02,5.898123324396782607e-02,6.434316353887399587e-02,6.166219839142091097e-02,5.898123324396782607e-02,4.289544235924933058e-02,3.485254691689008144e-01,9.115281501340483095e-02
3.968253968253968034e-02,4.285714285714285476e-01,8.994708994708994210e-02,7.142857142857142461e-02,7.936507936507936067e-02,7.407407407407406996e-02,4.232804232804232569e-02,1.031746031746031689e-01,1.640211640211640121e-01,3.968253968253968034e-02
9.463722397476340142e-02,2.365930599369085174e-01,1.041009463722397527e-01,7.570977917981072669e-02,7.886435331230283452e-02,6.940063091482649715e-02,1.041009463722397527e-01,1.861198738170347089e-01,1.388012618296529943e-01,6.940063091482649715e-02
6.567164179104477417e-02,3.731343283582089776e-01,1.671641791044776171e-01,6.865671641791044888e-02,6.567164179104477417e-02,6.865671641791044888e-02,5.970149253731343170e-02,8.059701492537313383e-02,1.432835820895522472e-01,5.671641791044776393e-02
2.190201729106628359e-01,3.458213256484150011e-01,9.798270893371757717e-02,3.170028818443804131e-02,5.475504322766570897e-02,6.916426512968300300e-02,1.152737752161383245e-01,8.933717579250720353e-02,7.492795389048990951e-02,4.610951008645532839e-02
1.120218579234972672e-01,2.814207650273223837e-01,6.284153005464480912e-02,6.830601092896175508e-02,4.371584699453551909e-02,3.825136612021858007e-02,1.174863387978142132e-01,2.049180327868852514e-01,1.256830601092896182e-01,8.196721311475409222e-02
5.107526881720430428e-02,4.946236559139784994e-01,7.795698924731182811e-02,8.064516129032257841e-02,7.795698924731182811e-02,5.376344086021505458e-02,7.526881720430107781e-02,6.720430107526881303e-02,1.021505376344086086e-01,5.376344086021505458e-02
5.421686746987951916e-02,4.487951807228915402e-01,2.078313253012048223e-01,5.421686746987951916e-02,4.819277108433735191e-02,7.228915662650602092e-02,7.530120481927711495e-02,5.722891566265059932e-02,8.734939759036144946e-02,4.518072289156626481e-02
6.769230769230769051e-02,3.230769230769230949e-01,1.046153846153846101e-01,5.538461538461538630e-02,5.538461538461538630e-02,6.769230769230769051e-02,9.538461538461538713e-02,7.384615384615385303e-02,2.492307692307692280e-01,6.153846153846154188e-02
8.026755852842809569e-02,2.675585284280936338e-01,3.143812709030100461e-01,7.023411371237457679e-02,4.347826086956521618e-02,4.682274247491638453e-02,1.538461538461538547e-01,7.357859531772575901e-02,5.351170568561872815e-02,6.354515050167224011e-02
1.273291925465838414e-01,3.385093167701863082e-01,1.677018633540372783e-01,4.968944099378881651e-02,4.658385093167701635e-02,1.024844720496894401e-01,1.149068322981366408e-01,9.006211180124223947e-02,6.832298136645963138e-02,4.968944099378881651e-02
5.590062111801242378e-02,4.347826086956521618e-01,2.236024844720496951e-01,4.347826086956521618e-02,9.937888198757763303e-02,6.832298136645963138e-02,9.006211180124223947e-02,4.347826086956521618e-02,5.279503105590062362e-02,4.347826086956521618e-02
2.932960893854748563e-01,1.117318435754189876e-01,2.737430167597765251e-01,6.703910614525139533e-02,3.351955307262569767e-02,9.497206703910614223e-02,7.821229050279329686e-02,3.910614525139664843e-02,8.379888268156424069e-02,6.424581005586592342e-02
7.303370786516853730e-02,3.960674157303371024e-01,1.207865168539325879e-01,8.146067415730337546e-02,5.617977528089887485e-02,3.370786516853932491e-02,1.235955056179775247e-01,1.123595505617977497e-01,7.022471910112360050e-02,7.303370786516853730e-02
5.295950155763239769e-02,4.049844236760124505e-01,1.588785046728971861e-01,6.542056074766354479e-02,9.657320872274142987e-02,7.476635514018691031e-02,1.619937694704049747e-01,3.738317757009345516e-02,5.919003115264797471e-02,4.361370716510903217e-02
8.256880733944954587e-02,3.700305810397553352e-01,2.110091743119266172e-01,7.339449541284404077e-02,7.339449541284404077e-02,7.645259938837919989e-02,7.033639143730886778e-02,4.587155963302752548e-02,1.039755351681957152e-01,4.587155963302752548e-02
